cohort,group,init,weight_age,post_dosing,n_tx,diff_g,pct,p
C2019,DMF_16,16.0,6,False,190,-1.0839748688016013,-2.9952623885482943,0.16127544417877682
C2019,DMF_16,16.0,12,False,180,-1.1491078004905249,-2.7098747358810606,0.14030279549018948
C2019,DMF_16,16.0,18,True,162,-0.1315042646416643,-0.30508924559479633,0.9164870849400474
C2019,DMF_16,16.0,24,True,128,-1.3974775972056448,-3.401795669882484,0.09627986732057307
C2019,DMF_9,9.0,6,False,193,-0.9274260145185637,-2.562683268219875,0.26181589418142126
C2019,DMF_9,9.0,12,True,189,-1.48214629608109,-3.4952602366073258,0.09653469799934422
C2019,DMF_9,9.0,18,True,167,-0.3972167949975182,-0.9215410059407332,0.748766543369173
C2019,DMF_9,9.0,24,True,134,-2.0960211333933922,-5.1022181892698875,0.01633689573108882
C2019,MPA,9.0,6,False,190,-0.507069626667306,-1.40114556605075,0.5243351241524732
C2019,MPA,9.0,12,True,180,-1.3846493780506002,-3.26533887075783,0.05932646286465021
C2019,MPA,9.0,18,True,164,-0.8249601284733866,-1.9139034306419775,0.3135085683268531
C2019,MPA,9.0,24,True,136,-0.5146515951220152,-1.2527854266035547,0.5349346683183871
C2019,Mec,12.0,6,False,193,0.5176516538752172,1.4303860484666318,0.32524574413776636
C2019,Mec,12.0,12,True,180,0.25312126350721487,0.5969212956344822,0.7055250566337892
C2019,Mec,12.0,18,True,167,-1.5756598908059027,-3.6555231779734028,0.0497664962742551
C2019,Mec,12.0,24,True,149,-3.7627912598838242,-9.15953646780417,1.1063535525452266e-06
C2019,PBA,9.0,6,False,196,0.34167731361294934,0.944130012549582,0.42625291354237005
C2019,PBA,9.0,12,True,189,0.1136407174574238,0.2679923581354278,0.7610422657978255
C2019,PBA,9.0,18,True,174,1.2425908809522652,2.8828047172896776,0.046829498579519444
C2019,PBA,9.0,24,True,138,0.7332537709059879,1.7849155562712995,0.3382006903483991
C2019,SG1002,6.0,6,True,194,-1.1132194641323012,-3.0760716757222695,0.13844280392603614
C2019,SG1002,6.0,12,True,182,-0.6147174757162579,-1.449652814502674,0.389663124675591
C2019,SG1002,6.0,18,True,163,0.40191183908827405,0.9324334850826543,0.5564395354974923
C2019,SG1002,6.0,24,True,125,0.2273415101909785,0.5534037658268168,0.8217821785931491
